sentence_id,doc_key,sentence,label
3976,DB_20,"We may disclose User Information to other unaffiliated third parties, specifically with (i) our data partners, so that we can connect you with relevant content by allowing our advertisers to target specific audience segments, and (ii) our programmatic demand and supply partners, so that we can serve you with tailored advertisements.",Categories of Personal Information Shared / Disclosed
3981,DB_20,"If your browsers are configured to reject cookies, your opt-out may not be effective, since we identify your choice to opt-out based on an opt-out cookie we deliver to you.",Methods to exercise rights
3990,DB_20,You may also visit one of the Digital Advertising Alliance affiliate websites to learn more about User choices and opting out of interest-based advertising displayed by the many member companies.,Methods to exercise rights
3992,DB_20,Users in Canada may visit the DAAC consumer choice page at www.youradchoices.ca/choices,Methods to exercise rights
3994,DB_20,You can also opt out of the use of your email address for targeted ads through Audience Matched Advertising or AMA by Taboola and other advertising companies through the NAI Audience Matched Advertising Opt Out (Beta).,Methods to exercise rights
4084,DB_21,Personal Information Sold in the Last 12 Months\nIn the last twelve months we have sold the categories below of personal information for a business purpose.,Categories of Personal Information Sold
4091,DB_21,Categories of personal information collected about you.,Description of Right to Know PI Collected
4097,DB_21,"Whether we disclosed or sold your personal information for a business purpose, two separate lists\nE.",Description of Right to Know PI Collected
4101,DB_21,We may not delete your information if it is required to us or our service providers to do the following:\n\n\nA.,Description of Right to Delete
4104,DB_21,Complying with the California Electronic Communications Privacy Act (Cal.,Description of Right to Delete
